scrape_time,station_id,station_name,station_nr,address,latitude,longitude,city,state,postal_code,country,fuel_type,price_eur,last_update,station_type,phone,email,status
2025-10-02T14:36:20Z,6275,BP Salzburg Schallmoos,8800,"Sterneckstraße 16, Salzburg, Österreich",47.8080496,13.0531266,Salzburg,Salzburg,5020,Österreich,Diesel,1.588,2025-10-02T14:36:19Z,BP Station,+435083003050,office@leikermoser.at,open
2025-10-02T14:36:20Z,6275,BP Salzburg Schallmoos,8800,"Sterneckstraße 16, Salzburg, Österreich",47.8080496,13.0531266,Salzburg,Salzburg,5020,Österreich,AdBlue,1.39,2025-10-02T14:36:19Z,BP Station,+435083003050,office@leikermoser.at,open
2025-10-02T14:36:20Z,5850,BP Wals,8031,"Bundesstraße 49, Wals, Österreich",47.7856546,12.9758653,Wals,Salzburg,5071,Österreich,Ultimate Super,1.829,2025-10-02T14:36:19Z,BP Station,+435083001800,office@leikermoser.at,open
2025-10-02T14:36:20Z,5850,BP Wals,8031,"Bundesstraße 49, Wals, Österreich",47.7856546,12.9758653,Wals,Salzburg,5071,Österreich,Super,1.589,2025-10-02T14:36:19Z,BP Station,+435083001800,office@leikermoser.at,open
2025-10-02T14:36:20Z,5850,BP Wals,8031,"Bundesstraße 49, Wals, Österreich",47.7856546,12.9758653,Wals,Salzburg,5071,Österreich,Ultimate Diesel,1.878,2025-10-02T14:36:19Z,BP Station,+435083001800,office@leikermoser.at,open
2025-10-02T14:36:20Z,5850,BP Wals,8031,"Bundesstraße 49, Wals, Österreich",47.7856546,12.9758653,Wals,Salzburg,5071,Österreich,Diesel,1.588,2025-10-02T14:36:19Z,BP Station,+435083001800,office@leikermoser.at,open
2025-10-02T14:36:20Z,5850,BP Wals,8031,"Bundesstraße 49, Wals, Österreich",47.7856546,12.9758653,Wals,Salzburg,5071,Österreich,AdBlue,1.39,2025-10-02T14:36:19Z,BP Station,+435083001800,office@leikermoser.at,open
2025-10-02T14:36:20Z,5850,BP Wals,8031,"Bundesstraße 49, Wals, Österreich",47.7856546,12.9758653,Wals,Salzburg,5071,Österreich,Ladestrom,0.64,2025-10-02T14:36:19Z,BP Station,+435083001800,office@leikermoser.at,open
2025-10-02T14:36:20Z,6262,BP Seeboden,8870,"Hauptstraße 30, Seeboden, Österreich",46.816639,13.5101732,Seeboden,Kärnten,9871,Österreich,Ultimate Super,1.799,2025-10-02T14:36:19Z,BP Station,+435083007500,office@leikermoser.at,open
2025-10-02T14:36:20Z,6262,BP Seeboden,8870,"Hauptstraße 30, Seeboden, Österreich",46.816639,13.5101732,Seeboden,Kärnten,9871,Österreich,Super,1.559,2025-10-02T14:36:19Z,BP Station,+435083007500,office@leikermoser.at,open
2025-10-02T14:36:20Z,6262,BP Seeboden,8870,"Hauptstraße 30, Seeboden, Österreich",46.816639,13.5101732,Seeboden,Kärnten,9871,Österreich,Ultimate Diesel,1.849,2025-10-02T14:36:19Z,BP Station,+435083007500,office@leikermoser.at,open
2025-10-02T14:36:20Z,6262,BP Seeboden,8870,"Hauptstraße 30, Seeboden, Österreich",46.816639,13.5101732,Seeboden,Kärnten,9871,Österreich,Diesel,1.559,2025-10-02T14:36:19Z,BP Station,+435083007500,office@leikermoser.at,open
2025-10-02T14:36:20Z,6262,BP Seeboden,8870,"Hauptstraße 30, Seeboden, Österreich",46.816639,13.5101732,Seeboden,Kärnten,9871,Österreich,AdBlue,1.39,2025-10-02T14:36:19Z,BP Station,+435083007500,office@leikermoser.at,open
2025-10-02T14:36:20Z,6262,BP Seeboden,8870,"Hauptstraße 30, Seeboden, Österreich",46.816639,13.5101732,Seeboden,Kärnten,9871,Österreich,Ladestrom,0.64,2025-10-02T14:36:19Z,BP Station,+435083007500,office@leikermoser.at,open
2025-10-02T14:36:20Z,6278,BP St. Johann,8500,"Bundesstraße 2, 5600 St. Johann im Pongau, Österreich",47.33437294930488,13.189365863800049,Sankt Johann im Pongau,Salzburg,5600,Österreich,Ultimate Super,1.814,2025-10-02T14:36:19Z,BP Station,+435083003252,office@leikermoser.at,open
2025-10-02T14:36:20Z,6278,BP St. Johann,8500,"Bundesstraße 2, 5600 St. Johann im Pongau, Österreich",47.33437294930488,13.189365863800049,Sankt Johann im Pongau,Salzburg,5600,Österreich,Super,1.574,2025-10-02T14:36:19Z,BP Station,+435083003252,office@leikermoser.at,open
2025-10-02T14:36:20Z,6278,BP St. Johann,8500,"Bundesstraße 2, 5600 St. Johann im Pongau, Österreich",47.33437294930488,13.189365863800049,Sankt Johann im Pongau,Salzburg,5600,Österreich,Ultimate Diesel,1.846,2025-10-02T14:36:19Z,BP Station,+435083003252,office@leikermoser.at,open
2025-10-02T14:36:20Z,6278,BP St. Johann,8500,"Bundesstraße 2, 5600 St. Johann im Pongau, Österreich",47.33437294930488,13.189365863800049,Sankt Johann im Pongau,Salzburg,5600,Österreich,Diesel,1.556,2025-10-02T14:36:19Z,BP Station,+435083003252,office@leikermoser.at,open
2025-10-02T14:36:20Z,6278,BP St. Johann,8500,"Bundesstraße 2, 5600 St. Johann im Pongau, Österreich",47.33437294930488,13.189365863800049,Sankt Johann im Pongau,Salzburg,5600,Österreich,AdBlue,1.39,2025-10-02T14:36:19Z,BP Station,+435083003252,office@leikermoser.at,open
2025-10-02T14:36:20Z,6271,BP Straßwalchen,8660,"Braunauer Straße 28, Straßwalchen, Österreich",47.9880572,13.2494551,Straßwalchen,Salzburg,5204,Österreich,Ultimate Super,1.794,2025-10-02T14:36:19Z,BP Station,+435083003150,office@leikermoser.at,open
2025-10-02T14:36:20Z,6271,BP Straßwalchen,8660,"Braunauer Straße 28, Straßwalchen, Österreich",47.9880572,13.2494551,Straßwalchen,Salzburg,5204,Österreich,Super,1.554,2025-10-02T14:36:19Z,BP Station,+435083003150,office@leikermoser.at,open
2025-10-02T14:36:20Z,6271,BP Straßwalchen,8660,"Braunauer Straße 28, Straßwalchen, Österreich",47.9880572,13.2494551,Straßwalchen,Salzburg,5204,Österreich,Ultimate Diesel,1.864,2025-10-02T14:36:19Z,BP Station,+435083003150,office@leikermoser.at,open
2025-10-02T14:36:20Z,6271,BP Straßwalchen,8660,"Braunauer Straße 28, Straßwalchen, Österreich",47.9880572,13.2494551,Straßwalchen,Salzburg,5204,Österreich,Diesel,1.574,2025-10-02T14:36:19Z,BP Station,+435083003150,office@leikermoser.at,open
2025-10-02T14:36:20Z,6271,BP Straßwalchen,8660,"Braunauer Straße 28, Straßwalchen, Österreich",47.9880572,13.2494551,Straßwalchen,Salzburg,5204,Österreich,AdBlue,1.39,2025-10-02T14:36:19Z,BP Station,+435083003150,office@leikermoser.at,open
2025-10-02T14:36:20Z,6271,BP Straßwalchen,8660,"Braunauer Straße 28, Straßwalchen, Österreich",47.9880572,13.2494551,Straßwalchen,Salzburg,5204,Österreich,Ladestrom,0.64,2025-10-02T14:36:19Z,BP Station,+435083003150,office@leikermoser.at,open
2025-10-02T14:36:20Z,6273,BP Salzburg Glasenbach,8700,"Johann-Herbst-Straße 15, Glasenbach, Österreich",47.7697,13.0853026,Glasenbach,Salzburg,5061,Österreich,Ultimate Super,1.799,2025-10-02T14:36:19Z,BP Station,+435083003100,office@leikermoser.at,open
2025-10-02T14:36:20Z,6273,BP Salzburg Glasenbach,8700,"Johann-Herbst-Straße 15, Glasenbach, Österreich",47.7697,13.0853026,Glasenbach,Salzburg,5061,Österreich,Super,1.559,2025-10-02T14:36:19Z,BP Station,+435083003100,office@leikermoser.at,open
2025-10-02T14:36:20Z,6273,BP Salzburg Glasenbach,8700,"Johann-Herbst-Straße 15, Glasenbach, Österreich",47.7697,13.0853026,Glasenbach,Salzburg,5061,Österreich,Ultimate Diesel,1.839,2025-10-02T14:36:19Z,BP Station,+435083003100,office@leikermoser.at,open
2025-10-02T14:36:20Z,6273,BP Salzburg Glasenbach,8700,"Johann-Herbst-Straße 15, Glasenbach, Österreich",47.7697,13.0853026,Glasenbach,Salzburg,5061,Österreich,Diesel,1.549,2025-10-02T14:36:19Z,BP Station,+435083003100,office@leikermoser.at,open
2025-10-02T14:36:20Z,6260,BP St. Gallenkirch,8670,"Sankt Gallenkirch, Österreich",47.0205452,9.974037,Sankt Gallenkirch,Vorarlberg,6791,Österreich,Ultimate Super,1.819,2025-10-02T14:36:19Z,BP Station,+435083004500,office@leikermoser.at,open
2025-10-02T14:36:20Z,6260,BP St. Gallenkirch,8670,"Sankt Gallenkirch, Österreich",47.0205452,9.974037,Sankt Gallenkirch,Vorarlberg,6791,Österreich,Super,1.579,2025-10-02T14:36:19Z,BP Station,+435083004500,office@leikermoser.at,open
2025-10-02T14:36:20Z,6260,BP St. Gallenkirch,8670,"Sankt Gallenkirch, Österreich",47.0205452,9.974037,Sankt Gallenkirch,Vorarlberg,6791,Österreich,Ultimate Diesel,1.859,2025-10-02T14:36:19Z,BP Station,+435083004500,office@leikermoser.at,open
2025-10-02T14:36:20Z,6260,BP St. Gallenkirch,8670,"Sankt Gallenkirch, Österreich",47.0205452,9.974037,Sankt Gallenkirch,Vorarlberg,6791,Österreich,Diesel,1.569,2025-10-02T14:36:19Z,BP Station,+435083004500,office@leikermoser.at,open
2025-10-02T14:36:20Z,6261,BP Bludenz,8650,"Montafoner Straße 29, Bludenz, Österreich",47.1410428,9.8338469,Bludenz,Vorarlberg,6700,Österreich,Ultimate Super,1.809,2025-10-02T14:36:19Z,BP Station,+435083004550,office@leikermoser.at,open
2025-10-02T14:36:20Z,6261,BP Bludenz,8650,"Montafoner Straße 29, Bludenz, Österreich",47.1410428,9.8338469,Bludenz,Vorarlberg,6700,Österreich,Super,1.569,2025-10-02T14:36:19Z,BP Station,+435083004550,office@leikermoser.at,open
2025-10-02T14:36:20Z,6261,BP Bludenz,8650,"Montafoner Straße 29, Bludenz, Österreich",47.1410428,9.8338469,Bludenz,Vorarlberg,6700,Österreich,Ultimate Diesel,1.839,2025-10-02T14:36:19Z,BP Station,+435083004550,office@leikermoser.at,open
2025-10-02T14:36:20Z,6261,BP Bludenz,8650,"Montafoner Straße 29, Bludenz, Österreich",47.1410428,9.8338469,Bludenz,Vorarlberg,6700,Österreich,Diesel,1.549,2025-10-02T14:36:19Z,BP Station,+435083004550,office@leikermoser.at,open
2025-10-02T14:36:20Z,6264,BP Innsbruck Amras,8630,"Amraser-See-Straße 10, Innsbruck, Österreich",47.2608012,11.4211304,Innsbruck,Tirol,6020,Österreich,Ultimate Super,1.819,2025-10-02T14:36:19Z,BP Station,+435083004000,office@leikermoser.at,open
2025-10-02T14:36:20Z,6264,BP Innsbruck Amras,8630,"Amraser-See-Straße 10, Innsbruck, Österreich",47.2608012,11.4211304,Innsbruck,Tirol,6020,Österreich,Super,1.579,2025-10-02T14:36:19Z,BP Station,+435083004000,office@leikermoser.at,open
2025-10-02T14:36:20Z,6264,BP Innsbruck Amras,8630,"Amraser-See-Straße 10, Innsbruck, Österreich",47.2608012,11.4211304,Innsbruck,Tirol,6020,Österreich,Ultimate Diesel,1.869,2025-10-02T14:36:19Z,BP Station,+435083004000,office@leikermoser.at,open
2025-10-02T14:36:20Z,6264,BP Innsbruck Amras,8630,"Amraser-See-Straße 10, Innsbruck, Österreich",47.2608012,11.4211304,Innsbruck,Tirol,6020,Österreich,Diesel,1.579,2025-10-02T14:36:19Z,BP Station,+435083004000,office@leikermoser.at,open
2025-10-02T14:36:20Z,6264,BP Innsbruck Amras,8630,"Amraser-See-Straße 10, Innsbruck, Österreich",47.2608012,11.4211304,Innsbruck,Tirol,6020,Österreich,AdBlue,1.39,2025-10-02T14:36:19Z,BP Station,+435083004000,office@leikermoser.at,open
2025-10-02T14:36:20Z,6266,BP Söll,8850,"Wald 1, Söll, Österreich",47.4993773,12.1883195,Söll,Tirol,6306,Österreich,Ultimate Super,1.783,2025-10-02T14:36:19Z,BP Station,,office@leikermoser.at,open
2025-10-02T14:36:20Z,6266,BP Söll,8850,"Wald 1, Söll, Österreich",47.4993773,12.1883195,Söll,Tirol,6306,Österreich,Super,1.543,2025-10-02T14:36:19Z,BP Station,,office@leikermoser.at,open
2025-10-02T14:36:20Z,6266,BP Söll,8850,"Wald 1, Söll, Österreich",47.4993773,12.1883195,Söll,Tirol,6306,Österreich,Diesel HVO100,1.713,2025-10-02T14:36:19Z,BP Station,,office@leikermoser.at,open
2025-10-02T14:36:20Z,6266,BP Söll,8850,"Wald 1, Söll, Österreich",47.4993773,12.1883195,Söll,Tirol,6306,Österreich,Ultimate Diesel,1.823,2025-10-02T14:36:19Z,BP Station,,office@leikermoser.at,open
2025-10-02T14:36:20Z,6266,BP Söll,8850,"Wald 1, Söll, Österreich",47.4993773,12.1883195,Söll,Tirol,6306,Österreich,Diesel,1.533,2025-10-02T14:36:19Z,BP Station,,office@leikermoser.at,open
2025-10-02T14:36:20Z,6266,BP Söll,8850,"Wald 1, Söll, Österreich",47.4993773,12.1883195,Söll,Tirol,6306,Österreich,AdBlue,1.39,2025-10-02T14:36:19Z,BP Station,,office@leikermoser.at,open
2025-10-02T14:36:20Z,6267,BP Saalbach,8710,"Glemmtaler Landesstraße 386, Saalbach, Österreich",47.3891016,12.6424015,Saalbach,Salzburg,5753,Österreich,Ultimate Super,1.826,2025-10-02T14:36:19Z,BP Station,+435083003350,office@leikermoser.at,open
2025-10-02T14:36:20Z,6267,BP Saalbach,8710,"Glemmtaler Landesstraße 386, Saalbach, Österreich",47.3891016,12.6424015,Saalbach,Salzburg,5753,Österreich,Super,1.586,2025-10-02T14:36:19Z,BP Station,+435083003350,office@leikermoser.at,open
2025-10-02T14:36:20Z,6267,BP Saalbach,8710,"Glemmtaler Landesstraße 386, Saalbach, Österreich",47.3891016,12.6424015,Saalbach,Salzburg,5753,Österreich,Ultimate Diesel,1.907,2025-10-02T14:36:19Z,BP Station,+435083003350,office@leikermoser.at,open
2025-10-02T14:36:20Z,6267,BP Saalbach,8710,"Glemmtaler Landesstraße 386, Saalbach, Österreich",47.3891016,12.6424015,Saalbach,Salzburg,5753,Österreich,Diesel,1.617,2025-10-02T14:36:19Z,BP Station,+435083003350,office@leikermoser.at,open
2025-10-02T14:36:20Z,6268,BP Braunau,8780,"Neue Innbrückenstraße 2, Braunau am Inn, Österreich",48.2483626,13.0143127,Braunau am Inn,Oberösterreich,5282,Österreich,Ultimate Super,1.799,2025-10-02T14:36:19Z,BP Station,+435083007000,office@leikermoser.at,open
2025-10-02T14:36:20Z,6268,BP Braunau,8780,"Neue Innbrückenstraße 2, Braunau am Inn, Österreich",48.2483626,13.0143127,Braunau am Inn,Oberösterreich,5282,Österreich,Super,1.559,2025-10-02T14:36:19Z,BP Station,+435083007000,office@leikermoser.at,open
2025-10-02T14:36:20Z,6268,BP Braunau,8780,"Neue Innbrückenstraße 2, Braunau am Inn, Österreich",48.2483626,13.0143127,Braunau am Inn,Oberösterreich,5282,Österreich,Ultimate Diesel,1.889,2025-10-02T14:36:19Z,BP Station,+435083007000,office@leikermoser.at,open
2025-10-02T14:36:20Z,6268,BP Braunau,8780,"Neue Innbrückenstraße 2, Braunau am Inn, Österreich",48.2483626,13.0143127,Braunau am Inn,Oberösterreich,5282,Österreich,Diesel,1.599,2025-10-02T14:36:19Z,BP Station,+435083007000,office@leikermoser.at,open
2025-10-02T14:36:20Z,6268,BP Braunau,8780,"Neue Innbrückenstraße 2, Braunau am Inn, Österreich",48.2483626,13.0143127,Braunau am Inn,Oberösterreich,5282,Österreich,AdBlue,1.39,2025-10-02T14:36:19Z,BP Station,+435083007000,office@leikermoser.at,open
2025-10-02T14:36:20Z,6269,BP St. Michael,8540,"Murtal Straße 579, Sankt Michael im Lungau, Österreich",47.09597429999999,13.6337059,Sankt Michael im Lungau,Salzburg,5582,Österreich,Ultimate Super,1.929,2025-10-02T14:36:19Z,BP Station,+435083003302,office@leikermoser.at,open
2025-10-02T14:36:20Z,6269,BP St. Michael,8540,"Murtal Straße 579, Sankt Michael im Lungau, Österreich",47.09597429999999,13.6337059,Sankt Michael im Lungau,Salzburg,5582,Österreich,Super,1.689,2025-10-02T14:36:19Z,BP Station,+435083003302,office@leikermoser.at,open
2025-10-02T14:36:20Z,6269,BP St. Michael,8540,"Murtal Straße 579, Sankt Michael im Lungau, Österreich",47.09597429999999,13.6337059,Sankt Michael im Lungau,Salzburg,5582,Österreich,Diesel HVO100,1.709,2025-10-02T14:36:19Z,BP Station,+435083003302,office@leikermoser.at,open
2025-10-02T14:36:20Z,6269,BP St. Michael,8540,"Murtal Straße 579, Sankt Michael im Lungau, Österreich",47.09597429999999,13.6337059,Sankt Michael im Lungau,Salzburg,5582,Österreich,Ultimate Diesel,1.819,2025-10-02T14:36:19Z,BP Station,+435083003302,office@leikermoser.at,open
2025-10-02T14:36:20Z,6269,BP St. Michael,8540,"Murtal Straße 579, Sankt Michael im Lungau, Österreich",47.09597429999999,13.6337059,Sankt Michael im Lungau,Salzburg,5582,Österreich,Diesel,1.529,2025-10-02T14:36:19Z,BP Station,+435083003302,office@leikermoser.at,open
2025-10-02T14:36:20Z,6269,BP St. Michael,8540,"Murtal Straße 579, Sankt Michael im Lungau, Österreich",47.09597429999999,13.6337059,Sankt Michael im Lungau,Salzburg,5582,Österreich,AdBlue,1.39,2025-10-02T14:36:19Z,BP Station,+435083003302,office@leikermoser.at,open
2025-10-02T14:36:20Z,6269,BP St. Michael,8540,"Murtal Straße 579, Sankt Michael im Lungau, Österreich",47.09597429999999,13.6337059,Sankt Michael im Lungau,Salzburg,5582,Österreich,Ladestrom,0.64,2025-10-02T14:36:19Z,BP Station,+435083003302,office@leikermoser.at,open
2025-10-02T14:36:20Z,6272,BP Unken,8520,"Niederland 112, Unken, Österreich",47.6562875,12.7292811,Unken,Salzburg,5091,Österreich,Ultimate Super,1.799,2025-10-02T14:36:19Z,BP Station,+435083003400,office@leikermoser.at,open
2025-10-02T14:36:20Z,6272,BP Unken,8520,"Niederland 112, Unken, Österreich",47.6562875,12.7292811,Unken,Salzburg,5091,Österreich,Super,1.559,2025-10-02T14:36:19Z,BP Station,+435083003400,office@leikermoser.at,open
2025-10-02T14:36:20Z,6272,BP Unken,8520,"Niederland 112, Unken, Österreich",47.6562875,12.7292811,Unken,Salzburg,5091,Österreich,Diesel HVO100,1.759,2025-10-02T14:36:19Z,BP Station,+435083003400,office@leikermoser.at,open
2025-10-02T14:36:20Z,6272,BP Unken,8520,"Niederland 112, Unken, Österreich",47.6562875,12.7292811,Unken,Salzburg,5091,Österreich,Ultimate Diesel,1.869,2025-10-02T14:36:19Z,BP Station,+435083003400,office@leikermoser.at,open
2025-10-02T14:36:20Z,6272,BP Unken,8520,"Niederland 112, Unken, Österreich",47.6562875,12.7292811,Unken,Salzburg,5091,Österreich,Diesel,1.579,2025-10-02T14:36:19Z,BP Station,+435083003400,office@leikermoser.at,open
2025-10-02T14:36:20Z,6272,BP Unken,8520,"Niederland 112, Unken, Österreich",47.6562875,12.7292811,Unken,Salzburg,5091,Österreich,AdBlue,1.39,2025-10-02T14:36:19Z,BP Station,+435083003400,office@leikermoser.at,open
2025-10-02T14:36:20Z,6274,BP Salzburg Aiglhof,8720,"Aiglhofstraße 20, Salzburg, Österreich",47.8040834,13.0285146,Salzburg,Salzburg,5020,Österreich,Ultimate Super,1.829,2025-10-02T14:36:19Z,BP Station,+435083003000,office@leikermoser.at,open
2025-10-02T14:36:20Z,6274,BP Salzburg Aiglhof,8720,"Aiglhofstraße 20, Salzburg, Österreich",47.8040834,13.0285146,Salzburg,Salzburg,5020,Österreich,Super,1.589,2025-10-02T14:36:19Z,BP Station,+435083003000,office@leikermoser.at,open
2025-10-02T14:36:20Z,6274,BP Salzburg Aiglhof,8720,"Aiglhofstraße 20, Salzburg, Österreich",47.8040834,13.0285146,Salzburg,Salzburg,5020,Österreich,Ultimate Diesel,1.859,2025-10-02T14:36:19Z,BP Station,+435083003000,office@leikermoser.at,open
2025-10-02T14:36:20Z,6274,BP Salzburg Aiglhof,8720,"Aiglhofstraße 20, Salzburg, Österreich",47.8040834,13.0285146,Salzburg,Salzburg,5020,Österreich,Diesel,1.569,2025-10-02T14:36:19Z,BP Station,+435083003000,office@leikermoser.at,open
2025-10-02T14:36:20Z,6299,BP Seekirchen,8620,"Obertrumer Landesstraße 11, Seekirchen am Wallersee, Österreich",47.9039101,13.1202354,Waldprechting,Salzburg,5201,Österreich,Ultimate Super,1.809,2025-10-02T14:36:20Z,BP Station,,office@lm-energy.at,NA
2025-10-02T14:36:20Z,6299,BP Seekirchen,8620,"Obertrumer Landesstraße 11, Seekirchen am Wallersee, Österreich",47.9039101,13.1202354,Waldprechting,Salzburg,5201,Österreich,Super,1.569,2025-10-02T14:36:20Z,BP Station,,office@lm-energy.at,NA
2025-10-02T14:36:20Z,6299,BP Seekirchen,8620,"Obertrumer Landesstraße 11, Seekirchen am Wallersee, Österreich",47.9039101,13.1202354,Waldprechting,Salzburg,5201,Österreich,Ultimate Diesel,1.869,2025-10-02T14:36:20Z,BP Station,,office@lm-energy.at,NA
2025-10-02T14:36:20Z,6299,BP Seekirchen,8620,"Obertrumer Landesstraße 11, Seekirchen am Wallersee, Österreich",47.9039101,13.1202354,Waldprechting,Salzburg,5201,Österreich,Diesel,1.579,2025-10-02T14:36:20Z,BP Station,,office@lm-energy.at,NA
2025-10-02T14:36:20Z,6265,BP Going,8860,"Innsbruckerstraße 5, Going am Wilden Kaiser, Österreich",47.5158836,12.3186308,Sonnseite,Tirol,6353,Österreich,Ultimate Super,1.819,2025-10-02T14:36:20Z,BP Station,,office@lm-energy.at,NA
2025-10-02T14:36:20Z,6265,BP Going,8860,"Innsbruckerstraße 5, Going am Wilden Kaiser, Österreich",47.5158836,12.3186308,Sonnseite,Tirol,6353,Österreich,Super,1.579,2025-10-02T14:36:20Z,BP Station,,office@lm-energy.at,NA
2025-10-02T14:36:20Z,6265,BP Going,8860,"Innsbruckerstraße 5, Going am Wilden Kaiser, Österreich",47.5158836,12.3186308,Sonnseite,Tirol,6353,Österreich,Ultimate Diesel,1.883,2025-10-02T14:36:20Z,BP Station,,office@lm-energy.at,NA
2025-10-02T14:36:20Z,6265,BP Going,8860,"Innsbruckerstraße 5, Going am Wilden Kaiser, Österreich",47.5158836,12.3186308,Sonnseite,Tirol,6353,Österreich,Diesel,1.593,2025-10-02T14:36:20Z,BP Station,,office@lm-energy.at,NA
2025-10-02T14:36:20Z,9936,BP Innsbruck Haller Straße,8640,"Haller Straße 164, Innsbruck, Österreich",47.275479,11.434014,Innsbruck,Tirol,6020,Österreich,Ultimate Super,1.809,2025-10-02T14:36:20Z,BP Station,,office@lm-energy.at,open
2025-10-02T14:36:20Z,9936,BP Innsbruck Haller Straße,8640,"Haller Straße 164, Innsbruck, Österreich",47.275479,11.434014,Innsbruck,Tirol,6020,Österreich,Super,1.569,2025-10-02T14:36:20Z,BP Station,,office@lm-energy.at,open
2025-10-02T14:36:20Z,9936,BP Innsbruck Haller Straße,8640,"Haller Straße 164, Innsbruck, Österreich",47.275479,11.434014,Innsbruck,Tirol,6020,Österreich,Diesel HVO100,1.759,2025-10-02T14:36:20Z,BP Station,,office@lm-energy.at,open
2025-10-02T14:36:20Z,9936,BP Innsbruck Haller Straße,8640,"Haller Straße 164, Innsbruck, Österreich",47.275479,11.434014,Innsbruck,Tirol,6020,Österreich,Ultimate Diesel,1.869,2025-10-02T14:36:20Z,BP Station,,office@lm-energy.at,open
2025-10-02T14:36:20Z,9936,BP Innsbruck Haller Straße,8640,"Haller Straße 164, Innsbruck, Österreich",47.275479,11.434014,Innsbruck,Tirol,6020,Österreich,Diesel,1.579,2025-10-02T14:36:20Z,BP Station,,office@lm-energy.at,open
2025-10-02T14:36:20Z,9936,BP Innsbruck Haller Straße,8640,"Haller Straße 164, Innsbruck, Österreich",47.275479,11.434014,Innsbruck,Tirol,6020,Österreich,AdBlue,1.39,2025-10-02T14:36:20Z,BP Station,,office@lm-energy.at,open
2025-10-02T14:36:20Z,6251,LMEnergy Express Anif,8560,"Salzachtalbundesstrasse 111, Niederalm, Österreich",47.7313438,13.0641835,Niederalm,Salzburg,5081,Österreich,Super,1.551,2025-10-02T14:36:20Z,LMEnergy Express,,office@lm-energy.at,open
2025-10-02T14:36:20Z,6251,LMEnergy Express Anif,8560,"Salzachtalbundesstrasse 111, Niederalm, Österreich",47.7313438,13.0641835,Niederalm,Salzburg,5081,Österreich,Diesel HVO100,1.714,2025-10-02T14:36:20Z,LMEnergy Express,,office@lm-energy.at,open
2025-10-02T14:36:20Z,6251,LMEnergy Express Anif,8560,"Salzachtalbundesstrasse 111, Niederalm, Österreich",47.7313438,13.0641835,Niederalm,Salzburg,5081,Österreich,Diesel,1.534,2025-10-02T14:36:20Z,LMEnergy Express,,office@lm-energy.at,open
2025-10-02T14:36:20Z,6251,LMEnergy Express Anif,8560,"Salzachtalbundesstrasse 111, Niederalm, Österreich",47.7313438,13.0641835,Niederalm,Salzburg,5081,Österreich,AdBlue,1.39,2025-10-02T14:36:20Z,LMEnergy Express,,office@lm-energy.at,open
